Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
I Wanna Love You,https://www.metrolyrics.com/i-wanna-love-you-lyrics-akon.html,akon,"Konvict, Konvict Muzik. And you know we upfront I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you. you already know, girl Money in the air that's mo' fair, grab you by your coat tail Take you to the motel, wholesale Don't tell, won't tell, baby say I don't talk dog But she told on me, oh well Take a picture with me, what the flick gon' do? Baby stick to me and I'ma stick on you If you pick me then I'ma pick on you D-O-double-G and I'm here to put this on you I'm stuck on and yours is right Rip ride on those floors and those doors is tight. And I'ma get me a shot 'for the end of the night 'Cause is and baby you're for life I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you. you already know I wanna love you you already know, girl Shorty I can see you ain't lonely Handful of niggers and they all got G's So you lookin' at me now what it's gonna be Just another a tease far as I can see Trying to get you up out this club If it means spendin' a couple dubs. Throwin' about 30 stacks in the back make it rain like that 'Cause I'm far from a scrub And you know my pedigree Ex-deala used to move 'phetamines. Girl I spend money like it don't mean nothing And besides I got a thing for you I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you you already know, girl Mobbin' through the club in the low pressin' I'm sittin' in the back in the smoker section. Birds eye, I got a clear view You can't see me but I can see you It's cool we jet, the mood is set, your is so wet You're rubbin' your back and touchin' your neck Your body is movin', you're humpin' and jumpin', your is bouncin' You're smilin' and grinning and lookin' at me Girl and while you lookin' at me, I'm ready to hit the catty Right up on the patio, move the patty to the catty. Baby you got a fatty, the type I like to marry Wanting to just give you everything and that? s kinda scary 'Cause I'm lovin' the way you shake your ass Bouncin' got me tippin' my glass. Normally don't get caught up too fast But I got a thing for you I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you you already know I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you you already know, girl",2621,en,
I Wanna Love You (I Wanna Fuck You),https://www.metrolyrics.com/i-wanna-love-you-i-wanna-fuck-you-lyrics-akon.html,akon,"Konvict, Konvict Muzik. And you know we upfront I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you. you already know, girl Money in the air that's mo' fair, grab you by your coat tail Take you to the motel, wholesale Don't tell, won't tell, baby say I don't talk dog But she told on me, oh well Take a picture with me, what the flick gon' do? Baby stick to me and I'ma stick on you If you pick me then I'ma pick on you D-O-double-G and I'm here to put this on you I'm stuck on and yours is right Rip ride on those floors and those doors is tight. And I'ma get me a shot 'for the end of the night 'Cause is and baby you're for life I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you. you already know I wanna love you you already know, girl Shorty I can see you ain't lonely Handful of niggers and they all got G's So you lookin' at me now what it's gonna be Just another a tease far as I can see Trying to get you up out this club If it means spendin' a couple dubs. Throwin' about 30 stacks in the back make it rain like that 'Cause I'm far from a scrub And you know my pedigree Ex-deala used to move 'phetamines. Girl I spend money like it don't mean nothing And besides I got a thing for you I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you you already know, girl Mobbin' through the club in the low pressin' I'm sittin' in the back in the smoker section. Birds eye, I got a clear view You can't see me but I can see you It's cool we jet, the mood is set, your is so wet You're rubbin' your back and touchin' your neck Your body is movin', you're humpin' and jumpin', your is bouncin' You're smilin' and grinning and lookin' at me Girl and while you lookin' at me, I'm ready to hit the catty Right up on the patio, move the patty to the catty. Baby you got a fatty, the type I like to marry Wanting to just give you everything and that? s kinda scary 'Cause I'm lovin' the way you shake your ass Bouncin' got me tippin' my glass. Normally don't get caught up too fast But I got a thing for you I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you you already know I see you winding and grinding up on that floor I know you see me lookin' at you when you already know I wanna love you you already know I wanna love you you already know, girl",2621,en,
I Wanna Punch You,https://www.metrolyrics.com/i-wanna-punch-you-lyrics-akon.html,akon,"Konvict...Music...and you know we up front.. I see you winding and grinding up on the floor, I know you see me lookin' at you and you already know I wanna fuck you(fuck you)you already know I wanna fuck you (fuck you)you already know, girl... Money in the air as mo fell grab you by your coat tail take you to the motel, whole sale, dont tell, wont tell, baby said I dont talk dogg but she told on me, oh well, take a picture wit me, what the flick gon do, baby stick to me & ima stick on u, if u pick me then ima pick on you, d-o-double g and im here to put this dick on you, I'm stuck on pussy n urs is right, wrip ridinin them poles and them doors is tight and ima get me a shot for the end of the night 'cause pussy is pussy and baby ur for life.. I see you windin and grindin up on the floor, I know you see me lookin' at you and you already know I wanna fuck you,(fuck you) you already know I wanna fuck you,(fuck you) you already know. Shorty I can see you aint lonely handfull of niggas and they all got cheese, so u lookin at me now whats it gonna be just another tease far as I can see, tryin get u up out this club if it means spendin' a couple of dubs, throwin bout 30 stacks in the back make it rain like that 'cause I'm far from a scrub, you know my pedigree, ex-deala use to move phetamines, girl I spend money like it dont mean nothin and besides I got a thing for you.. I see you windin and grindin up on the floor, I know you see me lookin' at you and you already know I wanna fuck you,(fuck you) you already know I wanna fuck you,(fuck you) you already know, girl.... Mobbin' through club in low pressin im sittin in the back in the smokers section (just smokin), birds eye, I got a clear view, you cant see me but I can see you (baby I see you), its cool we jet the mood is set, your pussy is wet you rubbin your back and touchin [yea] your neck, your body is movin' u humpin' and jumpin' your titties is bouncin' you smilin' and grinin' and lookin at me.. Girl and while your looking at me im ready to hit the caddy right up on the patio move the patty to the caddy, baby u got a phatty the type I like to marry wantin to just give u everythin n thats kinda scary, 'cause I'm lovin the way you shake your ass , bouncin', got me tippin' my glass, normally dont get caught up to fast, but I got a thing for you.. I see you windin n grindin up on the floor, I know u see me lookin' at you and you already know I wanna fuck you,(fuck you) you already know I wanna fuck you,(fuck you) you already know. I see you windin n grindin up on the floor, I know u see me lookin' at you and you already know I wanna fuck you,(fuck you) you already know I wanna fuck you,(fuck you) you already know. girl...",2713,en,
I Won't,https://www.metrolyrics.com/i-wont-lyrics-akon.html,akon,"I won't, I won't I won't, I won't 'Cause I came too far. Tryin' to know whats goin' on, echoes on my cellular phone I noticed a couple items missing could it be the feds still listening? See I outa' beat those cases dead time for the miscellaneous And they proceed to keep on watching 'cause I outa seen them lately Interrogated my mom, locked up half of my crew But I can guarantee one thing that I won't let you do. I won't, let you lock me down I won't, let you push me 'round I won't, let you stop me now I won't, 'cause I came too far. I won't, let you ruin my day I won't, let you stop my pain I won't, no not today I won't, 'cause I came too far. Devil's always watchin' me, evil's always stockin' me God has been protecting me, and thats how I got this far 'Cause when you look at me you see an angel Can't believe I been through half the things that I went through 'Cause everyday I see your face, my face Keep gettin' screwed by the human race, my race So, please don't you judge me unless you know me 'Cause I won't let you. I won't, let you lock me down I won't, let you push me 'round I won't, let you stop me now I won't, 'cause I came too far. I won't, let you ruin my day I won't, let you stop my pain I won't, no not today I won't, 'cause I came too far. Came too far to turn back now Came too far to turn back now Ain't no body gonna stop me Ain't no body gonna stop me Came too far to turn back now Came too far to turn back now Ain't no body gonna stop me Ain't no body gonna stop me. I won't, let you lock me down I won't, let you push me 'round I won't, let you stop me now I won't, 'cause I came too far. I won't, let you ruin my day I won't, let you stop my pain I won't, no not today I won't, 'cause I came too far. I won't, I won't I won't, I won't I won't, I won't",1791,en,
I Won't (Remix),https://www.metrolyrics.com/i-wont-remix-lyrics-akon.html,akon,"I won't, I won't I won't, I won't 'Cause I came too far. Tryin' to know whats goin' on, echoes on my cellular phone I noticed a couple items missing could it be the feds still listening? See I outa' beat those cases dead time for the miscellaneous And they proceed to keep on watching 'cause I outa seen them lately Interrogated my mom, locked up half of my crew But I can guarantee one thing that I won't let you do. I won't, let you lock me down I won't, let you push me 'round I won't, let you stop me now I won't, 'cause I came too far. I won't, let you ruin my day I won't, let you stop my pain I won't, no not today I won't, 'cause I came too far. Devil's always watchin' me, evil's always stockin' me God has been protecting me, and thats how I got this far 'Cause when you look at me you see an angel Can't believe I been through half the things that I went through 'Cause everyday I see your face, my face Keep gettin' screwed by the human race, my race So, please don't you judge me unless you know me 'Cause I won't let you. I won't, let you lock me down I won't, let you push me 'round I won't, let you stop me now I won't, 'cause I came too far. I won't, let you ruin my day I won't, let you stop my pain I won't, no not today I won't, 'cause I came too far. Came too far to turn back now Came too far to turn back now Ain't no body gonna stop me Ain't no body gonna stop me Came too far to turn back now Came too far to turn back now Ain't no body gonna stop me Ain't no body gonna stop me. I won't, let you lock me down I won't, let you push me 'round I won't, let you stop me now I won't, 'cause I came too far. I won't, let you ruin my day I won't, let you stop my pain I won't, no not today I won't, 'cause I came too far. I won't, I won't I won't, I won't I won't, I won't",1791,en,
I'm Leaving,https://www.metrolyrics.com/im-leaving-lyrics-akon.html,akon,"Got the car gased up(gased up)* Money in my bag (In my bag) I'm leavin' and never comin' back (comin' back) Got the jet gased up(Gased up) Money in my bag(In my bag) I'm leavin' and never comin' back (Comin' back) Baby Baby (Put your hands in the air Rock City) (Right About Now) [Verse 1:] I'm sorry but I got to go Got to get this money though Kiss me when I'm on my way On my Way up out the door Gucci rag money in my bag You already know Virgin's Islands benz and my pants saggin' to the floor Just a nigga from the hood and I won't stop(mmmmmmmm) At least not until I make it to the top (mmmmmmmm) Selling off the dresser Don't want my Gucci sweater I gotta get this chedder so... See I refuse to go back That's why I got my bags packed I just want you to know that I've been huslin' lately baby it's crazy [Chorus:] Baby Baby Got the car gased up Money in my bag Gucci rag on pants saggin' off my ass I'm leavin' and never comin' back I gotta go make this cash Baby Baby Got the jet gased up Money in my bag Louie rag on pants saggin' off my ass I'm leavin' and never comin' back I gotta go make this cash Baby Baby [Verse 2:] See me ridin' real low sa Headin' towards boda The only way to get it is to get it off the corna Real top shakta since the day that I was born ya Left St. Thomas cause' it gettin' so hard now Hard times is what we can't stand If you with me let me hear ya say ""Brom Brom"" So me can't stop(Me can't stop) Not there(Not there) Caught me done that(Me done that) I done been there See I refuse to go back That's why I got my bags packed I just want you to know that I've been huslin' lately baby it's crazy [Chorus:] Baby Baby Got the car gased up Money in my bag Gucci rag on pants saggin' off my ass I'm leavin' and never comin' back I gotta go make this cash Baby Baby Got the jet gased up Money in my bag Louie rag on pants saggin' off my ass I'm leavin' and never comin' back I gotta go make this cash Baby Baby [Verse 3: Akon] I'm out North for the summer I'm South for the winter I'm all around the world tryin' to make shit better I gotta tell you good good-bye I gotta tell you good good-bye I'm out North for the summer I'm South for the winter I'm leavin' January I'll be gone til' November I gotta tell you good good-bye I gotta tell you good good-bye [Chorus:] Baby Baby Got the car gased up Money in my bag Gucci rag on pants saggin' off my ass I'm leavin' and never comin' back I gotta go make this cash Baby Baby Got the jet gased up Money in my bag Louie rag on pants saggin' off my ass I'm leavin' and never comin' back I gotta go make this cash Baby Baby Rock City Akon Swizzy It's Amazing Man",2641,en,
I'm Losing It,https://www.metrolyrics.com/im-losing-it-lyrics-akon.html,akon,"Im Losing It, Im Losing it, She got me, she got me, got me, she got me, she got me gone.. Im Losing It, Im Losing it, She got me, she got me, got me, she got me, she got me gone.. She got my mind blown, I feel like Im gone, Way outta my head, did ya hear wat I said? Its with the lights on, and with the lights off, I know Im kickin , shes so, that I dont even care. Im not her type but I dont ever listen to it. They said, dont waste my time, i continue to do it she is super hot, gotta get her, I bet im not. Girl, I just wont stop, you even know.. Its been so long long long loonng, All I do is stare, her lips are strong strong strong stronngg. I didnt know it there, so am i wrong wrong wrong wronng, Forgettin of the past, she got me gone gone gone gonnee, She dont even care,. Im Losing It, Im Losing it, She got me, she got me, got me, she got me, she got me gone.. (4x). What am I gunna do now? My heart aint makin a sound, count everybeat whenever this girl come come around Shes so intreging she got me day dreamn, each and everytime I see her, see I count the feelin.. Anytime that I see her pretty face,pretty face, And the way she swing her hips on her waist, on her waist. Oh girl you take me to a whole other place, and the way i feel just wont go away, girl. Its been so long long long loonng, All I do is stare, her lips are strong strong strong stronngg. I didnt know it there, so when im wrong wrong wrong wronng, Forgettin of the past, she got me gone gone gone gonnee, She dont even care,. Im Losing It, Im Losing it, She got me, she got me, got me, she got me, she got me gone.. (4x). Girl you are fire, oo you are burnin up, You really take me higher when you turn me up. Girl you are fire, oo you are burnin up, You really take me higher when you turn me up. Girl you are fire, oo you are burnin up, You really take me higher when you turn me up. Girl you are fire, oo you are burnin up, You really take me higher when you turn me up.. Im Losing It, Im Losing it, She got me, she got me, got me, she got me, she got me gone.. (8x)",2055,en,
I'm So Paid,https://www.metrolyrics.com/im-so-paid-lyrics-akon.html,akon,"Rubbing' on that Italian leather Dem' konvict jeans on! Ay yo Weezy! You Ready? Yeah!. I get it in 'till the sunrise Doin' 90 in a 65 Windows rolled down screaming ""Ahhh!!!"" Hey-ey-ey... I'm so paid Number one hustla gettin money Why do you wanna count my money? I'ma hustla don't need them! One of ya'll ya see!. I'm so paid. I see police on the crooked I Doing a 100 on the Interstate 95 My shawty leanin' blasting that Do or Die Pushin' that motherfuckin' wood cuz we certified Got a system that'll beat and knock your wall off Got a pump under my seat, the sawed-off Got a bunch of goons, hoping they never call off I'm a sniper sitting on the roof already saw y'all It ain't too much to put a strain on me That's the reason why I had to put the blame on me I rather have them dollar bills rain on me. Then let them haters come and make the name of me That's why?. I get it in 'till the sunrise Doin' 90 in a 65 Windows rolled down screaming ""Ahhh!!!"" Hey-ey-ey... I'm so paid Number one hustla gettin money. Why do you wanna count my money? I'ma hustla don't need them! One of ya'll ya see! I'm so paid. I am the boss it only takes one call For a driver to hit you up and drop you off that's all Guess what I won't be taking that fall Homie I got cake that's what I'm paying them for (aha!) Ain't that funny? Cuz niggas want war but ain't got money Cuz I've seen them all talking 'till they start gunnin' Quicker than Usain Bolt the fastest thing running. Yeah! Akon! Weezy! Block oil holdin' down Jersey Devine making sure we gettin' it up front My little brother Boo got that vision bake it!. I get it in 'till the sunrise Doin' 90 in a 65 Windows rolled down screaming ""Ahhh!!!"". Hey-ey-ey... I'm so paid Number one hustla gettin money Why do you wanna count my money? I'ma hustla don't need them! One of ya'll ya see! I'm so paid. Oh-oh Big money Weezy White wife beater with the sig underneath it How do I feel bitch I feel undefeated Snap my fingers disappear from the precinct Yeah! I'm ballin' we ball out Ball 'til we fall until the ball bounce I send some niggas with guns to y'all house Only to find out you live in a doll house Damn! But I thought you was tough though We, carry choppers on our necks call it cut throat We, bury cowards on the set that they come from We, know magic turn weed smoke to gun smoke We, bomb first when we ride You, in a hearse when you ride. Ay-yay I put my shoe down baby And I'm holding down Young Mula baby! That's why? I get it in 'till the sunrise Doin' 90 in a 65 Windows rolled down screaming ""Ahhh!!!"" Hey-ey-ey... I'm so paid Number one hustla gettin money Why do you wanna count my money? I'ma hustla don't need them! One of ya'll ya see! I'm so paid",2707,en,
I'm Sorry,https://www.metrolyrics.com/im-sorry-lyrics-akon.html,akon,As life goes on I'm starting to learn more and more about responsibility And I realize everything I do is affecting the people around me So I want to take this time out to apologize for things that I've done And things that haven't occurred yet And things that they don't want to take responsibility for. I'm sorry for the times that I left you home I was on the road and you were alone I'm sorry for the times that I had to go I'm sorry for the fact that I did not know. That you were sitting home just wishing we Could go back to when it was just you and me I'm sorry for the times I would neglect I'm sorry for the times I disrespect. I'm sorry for the wrong things that I've done I'm sorry I'm not always there for my sons I'm sorry for the fact that I am not aware That you can't sleep at night when I am not there. Because I'm in the streets like every day I'm sorry for the things that I did not say Like how you are the best thing in my world And how I am so proud to call you my girl. I understand that there are some problems And I am not too blind to know All the pain you kept inside you Even though you might not show. If I can't apologize for being wrong Then it's just a shame on me I'll be the reason for your pain And you can put the blame on me. You can put the blame on me You can put the blame on me You can put the blame on me You can put the blame on me. Said you can put the blame on me Said you can put the blame on me Said you can put the blame on me You can put the blame on me. I'm sorry for the things that he put you through And all the times you didn't know what to do I'm sorry that you had to go and sell those bags Just trying to stay busy till you heard from dad. When you would rather be home with all your kids As one big family with love and bliss And even though pops treated us like kings He got a second wife and you didn't agree. He got up and left you there all alone I'm sorry that you had to do it on your own I'm sorry that I went and added to your grief I'm sorry that your son was once a thief. I'm sorry that I grew up way too fast I wish I would've listened and not be so bad I'm sorry that your life turned out this way I'm sorry that the Feds came and took me away. I understand that there are some problems And I am not too blind to know All the pain you kept inside you Even though you might not show. If I can't apologize for being wrong Then it's just a shame on me I'll be the reason for your pain And you can put the blame on me. You can put the blame on me You can put the blame on me You can put the blame on me You can put the blame on me. Said you can put the blame on me Said you can put the blame on me Said you can put the blame on me You can put the blame on me. I'm sorry that it took so long to see They were dead wrong trying to put it on me I'm sorry that it took so long to speak But I was on tour with Gwen Stefani. I'm sorry for the hand that she was dealt For the embarrassment that she felt Just a little young girl trying to have fun Her daddy shouldn't never let her out that young. I'm sorry for Club Zen getting shut down I hope they manage better next time around How was I to know she was underage? In a 21 and older club they say. Why doesn't anybody wanna take blame? Verizon backed out disgracing my name I'm just a singer trying to entertain Because I love my fans I'll take that blame. Even though the blame's on you Even though the blame's on you Even though the blame's on you I'll take that blame from you. And you can put that blame on me And you can put that blame on me You can put that blame on me And you can put that blame on me. And you can put that blame on me And you can put that blame on me,3689,en,
Im a Wanted Man,https://www.metrolyrics.com/im-a-wanted-man-lyrics-akon.html,akon,"Convict Convict. I know people say that they never will Be the one to make you cry But Baby girl I cannot lie Your feelings will get hurt this time. Believe me when I say That I'll never change the way I feel for you So baby let's not fuss or fight 'Cause we just don't have that much time. 'Cause I'm wanted, baby Should've told you a long time ago 'Cause if I get caught up I just might not come home. 'Cause I'm a wanted man Just wanna hold you in my arms 'Cause one day I'll be gone 'Cause I'm a wanted man When them boys come through it's so long You're gonna miss me when I'm gone. I know people say They could love you better than the last one ever could All I'm saying Ima try my best Baby you were so worth the test I know that you might not like the time I just hope that I thought up in your mind the whole night Baby I'm not just perfect I don't want you to forget. That I'm wanted baby Should've told you a long time ago 'Cause if I get lined up I just might not come home. 'Cause I'm a wanted man Just wanna hold you in my arms 'Cause one day I'll be gone 'Cause I'm a wanted man When them boys come through it's so long You're gonna miss me when I'm gone. So I apologize for hurting you in advance I shoulda told you everything It would've saved you a lot of pain But if I did it wouldn't be the same, yeah There will come a day when they will take me away When they do, I hope you never change I hope you'll be there just the same If not, I hope you find someone like me. 'Cause I'm a wanted man Just wanna hold you in my arms 'Cause one day I'll be gone 'Cause I'm a wanted man When them boys come through it's so long You're gonna miss me when I'm gone",1670,en,
Im So Paid (Remix),https://www.metrolyrics.com/im-so-paid-remix-lyrics-akon.html,akon,"Rubbing on that Italian leather 'Dem Konvict jeans on! Ay yo Weezy! You Ready, yeah!. I get it in 'till sunrise Doing ninety in a sixty five Windows rolled down screaming ah! Hey-ey-ey' I'm so paid Number one hustla' gettin' money Why do you wanna count my money I'm a hustla' and I don't need them! One of them y'all see! I'm so paid. I see police on the crooked I Doing a hundred on the Interstate 95 My shawty leanin' blasting that Do or Die Pushin' that motherfuckin' wood cause we certified Got a system that'll beat and knock your wall off Got a pump under my seat, the sawed-off Got a bunch of goons, hoping they never call off I'm a sniper sitting on the roof already saw y'all It ain't too much to put a strain on me That's the reason why I had to put the blame on me I rather have them dollar bills rain on me Then let them haters come and make the name of me that's why. I get it in 'till sunrise Doing ninety in a sixt five Windows rolled down screaming ah! Hey-ey-ey' I'm so paid Number one hustla' gettin' money Why do you wanna count my money I'm a hustla and I don't need them! One of them y'all see! I'm so paid. She said young why ya voice so hoarse I just sound like money Baby I should've been a Porsche (Vroom) Paint lookin' like a sugar free Redbull I'm so paid ya know I keep a pocketful And that's before the taxes Took my whole gross net and hid it under my mattress I use to get bored count 20's for practice Paper therapy we let the money relax us Gold chains round my neck just like Michael Phelps I made a killin' in the water killin' with da water Against all odds and I will not stop They try and keep me on bottom but I prefer the top And my project chick I moved her next to Joc She said the house was too small I moved her next to block So baby get ya ass up I need an extra block I told her do the speed limit and no extra stops and that's why. I get it in 'till sunrise Doing ninety in a sixty five Windows rolled down screaming ah! Hey-ey-ey' I'm so paid Number one hustla' gettin' money Why do you wanna count my money I'm a hustla' and I don't need them! One of them y'all see! I'm so paid. I am the boss it only takes one call For a driver to hit you up and drop you off that's all Guess what I won't be taking that fall Homie I got cake that's what I'm paying them for (aha!). Ain't that funny Cause niggas want war but ain't got money Cause I've seen them all talking 'till they start gunnin' Quicker than Usain Bolt the fastest thing running. Yeah! Akon! Weezy! Jezzy! Block oil holdin' down Jersey Devine making sure we gettin' it up front My little brother Boo got that vision baby-y!. I get it in 'till sunrise Doing ninety in a sixty five Windows rolled down screaming ah! Hey-ey-ey' I'm so paid Number one hustla' gettin' money Why do you wanna count my money I'm a hustla' and I don't need them! One of them y'all see! I'm so paid. Oh-oh, big money Weezy White wife beater with the sig underneath it How do I feel bitch I feel undefeated Snap my fingers disappear from the precinct yea! I'm ballin' we ball out Thoughts of we fallin' 'til the ball bounce I send some niggas with guns at y'all house Only to find out you live in a doll house damn! But I thought you was tough though We carry choppers on our necks call it cut throat We bury cowards on the set that they come from We know magic turn weed smoke to gun smoke We, ride first when we ride You, in a hearse when you ride I put my shoe down baby And I'm holding down Young Mula baby! That's why. I get it in 'till sunrise Doing ninety in a sixty five Windows rolled down screaming ah! Hey-ey-ey' I'm so paid Number one hustla' gettin' money Why do you wanna count my money I'm a hustla' and I don't need them! One of them y'all see! I'm so paid",3752,en,
Island,https://www.metrolyrics.com/island-lyrics-akon.html,akon,"Baby, I want you to know Your gone but I can't let, you can't let you go Baby, I still love you so But I'm on this island alone. Lets get away Out to our island and needless to say I want to stay I know we'll be safe No one will find our own secret place Far and away. Baby I love you but something is wrong And I don't know if this is where we belong Another day, on our island. With tears on your face You sailed away. Baby, I want you to know Your gone but I can't let, you can't let you go Baby, I still love you so But I'm on this island alone. Theres no escape From our island For me its too late Theres nothing but heartache And lonely days Wind and the shore is my only embrace As you sailed away. Baby I love you But something is wrong And can you forgive me if I don't come home? Another day on our island With tears on your face You sailed away. Baby, I want you to know Your gone but I can't let, can't let you go Baby, I still love you so But I'm on this island alone",980,en,
It's True,https://www.metrolyrics.com/its-true-lyrics-akon.html,akon,Oooo.Yeah Baby it's true i am ova u.. O u were the one who didnt treat me right 'cause i would stay up at night juss thinking when u come home and u didnt even make sure to call my phone!!! Baby u made me bad o baby u didnt no wat u had It's true i am over u i anit gonna go back for anything u wanna do baby its done u had inof of ur fun u better leave me alone 'cause i anit gonna answer the phone OOOO I am over O Over i anit gonna trip on u 'cause baby thats juss isnt wat i plan to Dooo BABY come on I am dont baby i'm over u!!!!,534,en,
Journey,https://www.metrolyrics.com/journey-lyrics-akon.html,akon,"Akon, c'mon. This is the ultimate journey of your life Where the weak die and the strong survive Prepare to suffer forty days and forty nights Strap on your boots 'cause you got a long hike. Just another journey, another journey into time C'mon now Just another journey Who ever thought I'd cross this line. Walking through the dirty streets of Jersey A dollar to my name searchin' for that chee I'm tryin' not to reincorinate my past Retired from the game, took another path. Destination ninety five dirty south Where the Devil tried to realter my route Creator took me by the hand and led the way To make the story short that's why I'm here today. Just another journey, another journey into time Just another journey Who ever thought I'd cross this line. What about that day you said I wouldn't amount to shit And about that day you kicked me out onto the bricks What about that time you said I wouldn't make a dime And about that time you said I couldn't make you mine. Destination to the bank overseas Where Akon's treated like royalty 'Cause there's so much in this world that I have to see The wagon's rolling jump on it and follow me. Born and raised in Africa trying to make a scene (Trying to make a scene) The best way to get to you is by this music thing And you might believe. Akon, c'mon. (Let's take it to the streets) I traveled thro the ghetto's of America (Let's take it to the streets) I traveled thro the ghetto's of Africa. (Let's take it to the streets) I traveled thro the ghetto's of Asia (Let's take it to the streets) I traveled thro the ghetto's all over. Just another journey, another journey into time Just another journey Who ever thought I'd cross this line And my journey, yeah",1708,en,
Jumping The Broom,https://www.metrolyrics.com/jumping-the-broom-lyrics-akon.html,akon,"[Verse 1] A part of me knows, a part of me knows A part of me don't want nothing you're not a part of No way that I, would wish to die That's right there with your perfect love and by my side. [Pre-Chorus] Look at your perfect face, there is no time to waste Baby I'd go as far for you. [Chorus] As jumping the broom, jumping the broom You'd jump for me and I'd jump for you Jumping the broom, jumping the broom Nothing my love wouldn't do for you. [Verse 2] Baby, wanna see you shine, shine And I don't want nothing else but this dream of mine I want all the sea, your sky and I don't want to see doves cry Baby this kind of love was made by design. [Pre-Chorus] Look at your perfect face, there is no time to waste Baby I'd go as far for you. [Chorus] As jumping the broom, jumping the broom You'd jump for me and I'd jump for you Jumping the broom, jumping the broom Nothing my love wouldn't do for you. [Bridge] Hey love, promise I'll never let you go Hey love, hey love Jumping the broom You'd jump for me and I'd jump for you. [Chorus] As jumping the broom, jumping the broom You'd jump for me and I'd jump for you Jumping the broom, jumping the broom Nothing my love wouldn't do for you",1193,en,
Just A Man,https://www.metrolyrics.com/just-a-man-lyrics-akon.html,akon,I beat you to the punchline Girl I love you Now what we What we gon' do I mean it really When I say I love you Whatever... I will not do Cause I hear your prayers Late at night when noone's listening Praying I stay the same. I'm not your father I won't desert you I'm not your ex Not trying to hurt you I'm just a man Tryna love you I'm just a man Trying to love you. Your walls are so impossible I'm tired As i'm climbing They keep on multiplying Everytime there's progress We regress And i'm stressed All I wanna know Is why you can't let it go. I'm not your father I won't desert you I'm not your ex Not trying to hurt you (oh no) I'm just a man Tryna love you I'm just a man Trying to love you. I'm not your father I won't desert you I'm not your ex Not trying to hurt you (oh no). I'm just a man Trying to love you I'm just a man Trying to love you. Cause everything you ever want Is standing right in front of you Everything you ever need I make sure I put by for you And I know you're scared And i've had my days too Let's just face this thing together. I'm not your father I won't desert you I'm not your ex Not trying to hurt you (no) I'm just a man Tryna love you I'm just a man Trying to love you Yeah. I'm not your father I won't desert you I'm not your ex I will not hurt you I'm just a man Tryna love you I'm just a man Trying to love you. Hey Yeah Give me that chance baby I wanna love you Said I wanna love you Let me love you baby Let me love you baby Ohh,1472,en,
Keep On Calling,https://www.metrolyrics.com/keep-on-calling-lyrics-akon.html,akon,"You know.. Check. Its Akon man, my man P, it's the magic city baby.. Yo I think we got one on this one. So all them haters, wanna scream our name, Let them keep on calling. And they won't support us before, and they wanna scream Now let them keep on calling, we just goin' let them keep on Calling, baby, just keep calling, so keep on calling.. And for our supporters, you all can just keep calling as long As you want... keep on calling.. I use to be a born a cornera all day, tryin' figure out what's Goin' get me out there, dope filling and hugging the block, I Got them found out thing goin' get me no where. Used to keep A nine milli for protection, just in case a nigger wanna take My bred, then a voice came down from the sky and Said Akon use your head.. Had to reavaluate my thoughts, and think about what got Me this far, this far, had to keep a strong faith and believing, Know one day I'd be a star, a star. But I knew that it wouldn't Come easy, come easy, seen a hole lot a hate and believe Meh, believe meh, despite all the bull shit, we had to still Work hard, to get to where we are.. So, when you hear them calling out Akon, let them keep on Calling, when you hear the world calling out P-Money, let them Keep on calling, 'cause we went through hell n back to get Here, so keep on calling, let me hear ya now, let me hear ya Now, let me hear just keep on calling.. Senegal, West Africa, to New Zealand, New Zealand, bless The heart to give to make music with meaning, with meaning. Cause I never thought I'd come this far, (ooh yeah), wid a Man tran and a fancy car (ooh yeah) never thought success Would come this quick in the beginning, but I seen it.. And all along I'm sitting there thinking it's harder when you Came from the hood, came from the hood. And all I had to do Was put my mind to it, and realize it was all good, it was all Good. Because one I got ridda what help me down, just believe I wasn't turning Back, (turning back) I had to keep on moving and a keep on Grooving, right here on this P-Money track, and so. When you hear them calling out Akon, let them keep on Calling, when you hear the world calling out P-Money, let them Keep on calling, 'cause we went through hell n back to get Here, so keep on calling, let me hear ya now, let me hear ya Now, let me hear just keep on calling.. Keep on calling, keep on calling, just keep on calling, keep on Calling, just keep on calling, keep on calling, Just keep on calling, keep on calling.. When you hear them calling out Akon, let them keep on Calling, when you hear the world calling out P-Money, let them Keep on calling, 'cause we went through hell n back to get Here, so keep on calling, let me hear ya now, let me hear ya Now, let me hear just keep on calling.",2752,en,
