Title,Link Lyrics,Name,Text Lyrics,Length,Main Language,English Translation Lyrics
Oh Africa,https://www.metrolyrics.com/oh-africa-lyrics-akon.html,akon,"Oh Africa.... I know that we have to take it to the goal 'cause everyone's depending on we See we ain't got nowhere to go but up, it's our destiny. We're choosing the way, we'll do what it takes to get to the top of the highest mountain We'll do anything, we got to prove ourselves 'cause we know. Oh Africa.... See we'll never be able to forget this day 'cause it's the greatest day of our life See no matter what happens at least we can say ""we came, we saw, we tried"". We're choosing nowhere, we'll do what it takes to get to the top of the highest mountain We'll do anything, we got to prove ourselves 'cause we know. Oh Africa.... This is our time to shine, our time to fly, our time to be inside the sky Our time to soar, our time to saw, the last one in football",769,en,
Sunny Day,https://www.metrolyrics.com/sunny-day-lyrics-akon.html,akon,"Who'd ever thought that I would see this day... Where I would see my ghetto life fade away... Cos I was lost and couldn't find a way... And now I look forward to every day...(welcome to my sunny day).... Block dont stop always stayed hot... No matter how the seasons got. I still remember when they took me away... Kept it on lock den I got cuaght realised dat I had to stop... Den I took the time to explore a better way.... Searched high and low, so close, yet so far to go... I just know, theres a sunny day. Who'd ever thought that I would see this day... Where I would see my ghetto life fade away... Cos I was lost and couldn't find a way... And now I look forward to every day.... Welcome to my sunny day... My sunny day... Everyday... A better day... Welcome to my sunny day... My sunny day... Every day... A better day... Welcome to my sunny day.... I was born in the ghetto Raised in the ghetto Saw my first 9 millimeter in the ghetto I got my first kiss in the ghetto Playing hide and go seek, with the girls in the ghetto I wrote my first hit in the ghetto Yo mona lisa can I get a date on Friday-ay-ay, It's hard for to let go life in the ghetto The night it blessed my cousin, I had to find out a way out of my ghetto Picked up the guitar and started singing in the ghetto Haters use to hate in the ghetto Said I never would made it out of the ghetto Guess that's why my cousin to yoyo Even though honey said the sun come out tomorrow But the ghetto stayed dark I never thought I ever see the billboard chart. Who'd ever thought that I would see this day... Where I would see my ghetto life fade away... Cos I was lost and couldn't find a way... And now I look forward to every day.... Welcome to my sunny day... My sunny day... Everyday... A better day... Welcome to my sunny day... My sunny day... Every day... A better day... Welcome to my sunny day... Been a long day... On my way to my holy place to pray... Give thanks for every blessing given to me... I know theres more to see... more to me... no more living in misery... Cos this is how I visioned life to beee.... Searched high and low, so close, yet so far to go... I just know, theres a sunny day. Who'd ever thought that I would see this day... Where I would see my ghetto life fade away... Cos I was lost and couldn't find a way... And now I look forward to every day.... Welcome to my sunny day... My sunny day... Everyday... A better day... Welcome to my sunny day... My sunny day... Every day... A better day... Welcome to my sunny day...",2519,en,
Keep You Much Longer,https://www.metrolyrics.com/keep-you-much-longer-lyrics-akon.html,akon,"Wish I could keep you much longer I know you gotta go 'cause you got things to do Wish I could keep you much longer Now you too busy for me girl, like I was to you. Wish I could stop by and maybe say hi Wish I could just stop by and lay by your side Wish I could just stop by and maybe say hi Wish I could just stop by and lay by your side. The tables have turned and I've finally learned That this is makin' up for every day I was gone And that's why I'm concerned but now it's confirmed. That you spread your wings and learned to fly but all alone Darkness in the night, I'll find that light for you. As long as I got eyes, I'll have a sight for you Long as I'm alive baby, I'd die for you, wanna be with you Wish I could keep you much longer I know you gotta go 'cause you got things to do Wish I could keep you much longer Now you too busy for me girl, like I was to you. Wish I could stop by and maybe say hi Wish I could just stop by and lay by your side Wish I could just stop by and maybe say hi Wish I could just stop by and lay by your side. You're always on my mind, while I'm racin', while I'm paper chasin' You were there when I said one day I'd get up out that basement Playin' as my agent, for you there's no replacement You will always be my girl, they can hold me on that statement. Darkness in the night, I'll find that light for you As long as I got eyes, I'll have a sight for you Long as I'm alive baby, I'd die for you, wanna be with you Wish I could keep you much longer I know you gotta go 'cause you got things to do Wish I could keep you much longer Now you too busy for me girl, like I was to you Wish I could stop by and maybe say hi. Wish I could just stop by and lay by your side Wish I could just stop by and maybe say hi Wish I could just stop by and lay by your side Baby, I know you and how we do Doin' exactly what I taught you Gotta get that money first before you. Come spend that precious time with your boo And know I gotta just take it Even though it's drivin' me crazy Always wanted to see my girl make it. Wish I could keep you much longer I know you gotta go 'cause you got things to do Wish I could keep you much longer Now you too busy for me girl, like I was to you. 'Cause I wish I could stop by and maybe say hi Wish I could just stop by and lay by your side Wish I could just stop by and maybe say hi Wish I could just stop by and lay by your side Wish I could keep you much longer I know you gotta go 'cause you got things to do Wish I could keep you much longer Now you too busy for me girl, like I was to you Wish I could stop by and maybe say hi Wish I could just stop by and lay by your side Wish I could just stop by and maybe say hi Wish I could just stop by and lay by your side I just wanna keep you longer I just wanna keep you longer",2793,en,
Saddest Day,https://www.metrolyrics.com/saddest-day-lyrics-akon.html,akon,Verse 1: Going crazy Heart Is breaking I... can't... sleep at all Tryna get through this Dont know how i'll do this I.know... that I only got myself to blame (only got myself to blame) But that doesn't help to ease the pain (doesn't help to ease the pain) Ill just die if i cant see her face. Chorus:  Until ya come back I cant breath Until ya come back I got no reason  got my heart my heart down on its knee's I still need you beside me.... Verse 2: Now its morning Your still gone and I... still... reach for you (still reach for you) Don't know how to Live with out you I... wish... i can take back all the hurt i cause If I can Take back all the love i lost My pain is just took higher because Yeah Chorus . End: Pleaseeeee... forgive me Let me have One more chance In your life Till your with me Ill be Half alive Until ya come back. Chorus. Cause I need you beside me...,877,en,
Gangsta,https://www.metrolyrics.com/gangsta-lyrics-akon.html,akon,"[Daddy T speaking] Oooooooooo Alert, alert this is an upfront street bulletin Coming live from FA (You gangstas, you playas, you hustlas you pimps) If you a gangsta and youve confessed that you killed a nigga on record (You gangstas, you playas, you hustlas you pimps) Youz a stupid mutha fucka (Gangsta, gangsta, gangsta) This goes out to you fake gangstas (You gangstas, you playas, you hustlas you pimps) I see you nigga (You gangstas, you playas, you hustlas you pimps) Nigga we all see you (You gangstas, you playas, you hustlas you pimps) We working you motha fuckaa Gangsta, gangsta, gangsta. [Verse 1-Akon] Yo don't make me oohh (Gangsta, gangsta, gangsta) Nigga don't make me have to step up in the club Wit my dogs show all you mutha fuckaz how we ball (yeah) Nigga don't make me show how I can violate the law Get your woman go up in the bar (oh) Dog how tha hoe love me waitin to show me? (Look bitch you just a fuck) And that how she gon be But niggas wanna hand of in l.o.v.e (yeah) Steady claiming like they a pimp But will never go free (se you) Say that ain't gangsta (Na nigga) Niggas fronting like they hard But I knowin that theyre pussy from the start Man that ain't gangsta (Na) Still in the projects But I spend hundred tthousand a car (yeah) I rather have a crib in Miami whit a boat (whit a boat nigga) Full of all mi niggas on so we don't go broke Yeah show them the ropes Sticking together niggas try to cope Any one step in the way will get chock (Soo). [Chorus-Daddy T] You gangstas, you playas, you hustlas you pimps (Aha) You gangstas, you playas, you hustlas you pimps (Aha) Gangsta, gangsta, gangsta (Aha) (Aha) (Aha) Don't make mee Bring out the other side in mee So I hear you think your gangsta (heeh) I heard you wana be Gangsta, gangsta, gangsta. [Verse 2-Devyne] Yeah fuck nigga I see you cuttin yo eyes when I stroll I see you just by flashing Pulling them hoes (yeah man) Cuss I'm a playa nigga like I'm suppose to be Hoes on a nigga like it's suppose to be (yeah) You a sucka so you hate like u sposed to be And next change get your head cracked to the white man (oohh) (Aha) I try to keep it fly but this pussy nigga tempt me (don't tempt me) Breaking the sweet Swear this brother ain't classy (no). Noo that's really killing my pimpin (yeah nigga) I mean really, really killing my pimpin (really, really) Look what you gone made Iceberg do (yeah, yeah, yeah) Call these boys and start down crew (ooh) And we will kick that ass nigga (yeah we will) And we will I say kick that ass nigga (o yeah we will) And tell you whore she can come to my place (yeah) After she burn me out fucking up your face hoe. [Chorus-Daddy T & Akon] You gangstas, you playas, you hustlas you pimps (Aha) You gangstas, you playas, you hustlas you pimps (Aha) Gangsta, gangsta, gangsta (Aha) (Aha) (Aha) Don't make mee Bring out the other side in mee So I hear you think your gangsta (heeh) I heard you wana be Gangsta, gangsta, gangsta. [Verse 3-Pickelhead]. Now it's a god dam shame Pickelhead What you did to that man (watch out) I guess that pussy nigga though I was playin (yeah) I try to tell him but he like fuck what you sayin (fuck you man) Watch you mouth, come to an understandin He like fuck what you sayin (fuck you man) Oh this pussy nigga flicks me front these hoes and shit (kick his ass nigga) So I spun on dat nigga they aint notice it (Ooh) (kick his ass nigga) Oh you think I give a fuck wit your funky shit(Step up nigga) So I look at the next man like step up bitch Cuss if it's going down It's been around Spiting from my chamber (POW) Like David Banner you wont like me when I'm anger (whaah) Destruct to your whole grill don't make me have to change you (ahe) In too a stranger in danger, soooo. [Chorus-Daddy T & Akon] You gangstas, you playas, you hustlas you pimps (Aha) You gangstas, you playas, you hustlas you pimps (Aha) Gangsta, gangsta, gangsta (Aha) (Aha) (Aha) Don't make mee Bring out the other side in mee So I hear you think your gangsta (heeh) I heard you wana be Gangsta, gangsta, gangsta. You gangstas, you playas, you hustlas you pimps (Aha) You gangstas, you playas, you hustlas you pimps (Aha) Gangsta, gangsta, gangsta (Aha) (Aha) (Aha) Don't make mee Bring out the other side in mee So I hear you think your gangsta (heeh) I heard you wana be Gangsta, gangsta, gangsta. [Talking in the background-Daddy T]. Yeah I see you gangsta, All you fake ass gangsta You don't have the hart nigga Survive in the streets Ask my niggas down in Right Street nigga Ask my niggas in Re ville Ask my niggas down at wilks Ask my niggas at Hart feel nigger Ask my niggas in Altoes All my reel niggas i holla Living life fore this shit And you just want scream it out on a record nigga You want respect you got too urn respect nigga Work hard for what you get in life nigga Fuck you punk nigga Eat a dick and die slow Now get the fuck out of my house",4895,en,
No Labels,https://www.metrolyrics.com/no-labels-lyrics-akon.html,akon,[Verse 1] We may not understand this whole process and how things go I'm just an ordinary man tryna live free and god knows See a man with a blue tie See a man with a red tie So how about we tie ourselves together and get it done Do what's right for America And all we ask from you is some honesty And motivation give us something we believe I'm only one man with a voice to something we got in common Need a model well then look at me. [Chorus] He's a democrat He's republican There's a fight and a race who's gonna win Put your differences aside man if you can Cos there's way too many people suffering I wish they didn't have no labels There'd be more change with no labels. [Verse 2] My kids will grow up soon Your kids will grow up too Wouldn't you like to see them raised up next to good hospitals and good schools Don't want 'em in a juvenile facility or growing up with mental disabilities. When all this time you could've made a difference but you decided to roll with the party Are you kidding me Cos all we ask from you is some honesty And motivation give us something we believe I'm only one man with a voice to something we got in common Need a model well then look at me. [Chorus x2],1197,en,
Island,https://www.metrolyrics.com/island-lyrics-akon.html,akon,"Baby, I want you to know Your gone but I can't let, you can't let you go Baby, I still love you so But I'm on this island alone. Lets get away Out to our island and needless to say I want to stay I know we'll be safe No one will find our own secret place Far and away. Baby I love you but something is wrong And I don't know if this is where we belong Another day, on our island. With tears on your face You sailed away. Baby, I want you to know Your gone but I can't let, you can't let you go Baby, I still love you so But I'm on this island alone. Theres no escape From our island For me its too late Theres nothing but heartache And lonely days Wind and the shore is my only embrace As you sailed away. Baby I love you But something is wrong And can you forgive me if I don't come home? Another day on our island With tears on your face You sailed away. Baby, I want you to know Your gone but I can't let, can't let you go Baby, I still love you so But I'm on this island alone",980,en,
"Me, Myself & I",https://www.metrolyrics.com/me-myself-i-lyrics-akon.html,akon,"Ooohhh I don't have no one me, myself and I, listen. Allow me to take the blame Everything I did, I did it all by myself, it was just me, myself & I Listen, Couldn't believe the things I went through, because of all my wrong doings it was me, myself & I Ooohhh listen, tryin' not to worry about a thing, but it's hard when I put it all. on myself it was me, myself & I Ooohhh listen, all the trouble I got myself in, it was up to me, couldn't depend. on no one but me, myself & I yeah... 'Cause often times I feel like I'm all alone in this world but me, myself and I 'Cause often times I feel like I'm all alone in this world and I don't have no one but me me, myself & I Ooohhh listen, see I done left those streets alone, half my niggas long, long gone and it's just me me, myself & I. Listen, Ain't got nobody to turn to Can't complain 'cause nobody can burn you, why must it be me, myself & I. Ooohhh listen, even though it felt good to be alone It didn't feel good to walk in my home it just me, myself & I Ooohhh listen, Can't beleive I'm on top of the world But to me nothing feels the same no more, and i blame me me, myself & I 'Cause often times I feel like I'm all alone in this world and I don't have no one. but me me, myself & I 'Cause often times I feel like I'm all alone in this world and I don't have no one but me me, myself & I So can you please tell me where my people at It was from way back when I started with. I'm still tryin' to figure out where they went, and why it is me, myself & I 'Cause the world keepin busy girl', as I go, put your right go and feel alone It should be the other way around you know, but it's just me, myself & I Me, myself & I I, me, myself & I me, myself & I Me, myself & I I, me, myself & I me, myself & I 'Cause often times I feel like I'm all alone in this world and I don't have no one but me me, myself & I 'Cause often times I feel like I'm all alone in this world and I don't have no one but me me, myself & I Listen",1976,en,
Takin It Off,https://www.metrolyrics.com/takin-it-off-shes-gettin-naked-lyrics-akon.html,akon,"My binoculars on Alone staring out of my window I see the best creation of woman that I ever saw in a long, long time Some say it is wrong but what if she knows that I am spying on her Would she strip down naked and entertain me Oh my god she's doing it. Taking it off x5 She's getting naked x4. She threw her shirt (off on the floor) then threw her bra (off on the floor) The threw her skirt (off on the floor) Then threw her trunks (off on the floor). I can't believe (she's getting naked) x4. I'm wanting her Get on top of her No stopping her She knows I'm watching her. I can't believe (she's getting naked) x4. My binoculars on Alone staring out of my window I see the best creation of woman that I ever saw in a long, long time Some say it is wrong but what if she knows that I am spying on her Would she strip down naked and entertain me Oh my god she's doing it. Taking it off x5 She's getting naked x4. She threw her shirt (off on the floor) then threw her bra (off on the floor) The threw her skirt (off on the floor) Then threw her trunks (off on the floor). I can't believe (she's getting naked) x4. I'm wanting her Get on top of her No stopping her She knows I'm watching her. My binoculars on Alone staring out of my window I see the best creation of woman that I ever saw in a long, long time Some say it is wrong but what if she knows that I am spying on her Would she strip down naked and entertain me Oh my god she's doing it",1443,en,
That's Me,https://www.metrolyrics.com/thats-me-lyrics-akon.html,akon,"(Akon). That's me on the corner That's me on the track, Strapped Weed stashed next to my burger Can you believe, that these jealous niggas turned in formerrrr, They even tryin to murderrrr, cus weee madee too much. So go run up on these choppas, Cus we ainttt gon loveee.. (615). Yeaaaaah, the dope game, i aint never been a stranger to,and i can make the work dropp like a kangaroo I whip 56 and turn it into a 92, cusss got me walkin wit that backpack in 92.. I'm focused nigga, my swagger to the rooftop, hit a button now ya bitch draggin outta rooftop! Ride like tupac, just bought a new glock with 32 shots, Nigga, That's me.. (Akon). That's me on the corner That's me on the track, Strapped Weed stashed next to my burger Can you believe, that these jealous niggas turned in formerrrr, They even tryin to murderrrr, cus weee madee too much. So go run up on these choppas, Cus we ainttt gon loveee.. (615) Uh huh, uh huh, uh huh, O.G. Killah! I know, these bitch niggas wanna git me, thats why Lucifer laughin in my hemi,automatic semi, black on black hemi(jeaa) gangsta shit in me!Came from up in here! Waatch out, tell ya mouth ridin feature sam! Imma go plus i can shoot with either hand! clutch-ridergized , Kill with a lethal plan! Who is that, why thats.....(AKON continues). (Akon). That's me on the corner That's me on the track, Strapped Weed stashed next to my burger Can you believe, that these jealous niggas turned in formerrrr, They even tryin to murderrrr, cus weee madee too much. So go run up on these choppas, Cus we ainttt gon loveee.",1558,en,
You Girl,https://www.metrolyrics.com/you-girl-lyrics-akon.html,akon,"The way you look is a problem (2x)* Yeah, the way you look I've been chasin, Cause every time I hear your voice, I feel my heart be start racing, honest I'm yours for the takin', Focus mine is just spacin', Never find a replacement, Let's just fly on vacations, I want you girl, no mistaken, Beauty never gets jealous, Cause she knows Sammy's a fella, None of these girls can measure, Up to what I got to tell ya, Write this wifeys song, Always loved you all along, Wake up in the morning she's a ten without no makeup on The way you look is a problem The way you're lookin' at me The way you look is a problem You do it to me, The way you look is a problem The way you're lookin' at me The way you look is a problem, You, yeah, you, yeah, you do it to me, The way you do it to me The way you look is a problem, Cause every guy that sees you any where is sweating full throttle You look better than models, Forget hotels and the bottles, We party till there's no tomorrow, Listenin' to you, come follow, Fill up in me with sallow, Girl he didn't try college, still got some bills in the wallets I'm yours, you're mine, we acknowledge, Clear the rest for you, honest, Wearin' sweats and tee's Never seen anybody look so neat Smart, sexy, calm, reflective, Glad I got you on my team, The way you look is a problem, The way you lookin' at me. The way you look is a problem You do it to me, The way you look is a problem The way you're lookin' at me The way you look is a problem, Yeah, you, yeah, you do it to me The way you look is a problem Yeah, you do it to me, You really do it to me (13x) The way you look is a problem You you you do it to me, You really do it to me (2x) The way you look is a problem, Yeah you do it to me, You really do it to me (2x) The way you look is a problem You really do it to me, The way you do it to me.",1834,en,
Beautiful (boa),https://www.metrolyrics.com/beautiful-boa-lyrics-akon.html,akon,"When I see you I run out of words to say (oh oh) I wouldn't leave you 'Cause you're that type of girl to make me stay (oh oh). I see the guys tryna' holla Girl I don't wanna bother you 'Cause you're independent and you got my attention Can I be your baby father? Girl I just wanna show you That I love what you are doin' hun. I see you in the club You gettin' down good I wanna get with you, yeah I see you in the club You showin' thugs love I wanna get with you. You're so beautiful So damn beautiful Said you're so beautiful So damn beautiful. You're so beautiful beautiful beautiful beautiful You're so beautiful beautiful beautiful beautiful You're so beautiful. Like the clouds you Drift me away, far away (yeah) And like the sun you Brighten my day, you brighten my day (yeah) I never wanna see you cry cry cry And I never wanna tell a lie lie lie Said I never wanna see you cry cry cry And I never wanna tell a lie lie lie. I see you in the club You gettin' down good I wanna get with you, yeah I see you in the club You showin' thugs love I wanna get with you. You're so beautiful So damn beautiful Said you're so beautiful So damn beautiful. You're so beautiful Beautiful Beautiful Beautiful You're so beautiful Beautiful Beautiful Beautiful. Kardinal told you Whether the sky blue or yellow This fella ain't that mellow If it ain't about you (you) Hourglass shape make the place go (ooohhh) Waistline makes my soldier salute I'mma brute (brute) High from your high heel game High heels push up ya ass last name And you livin' in the fast lane Eyes like an angel (goddess) Watch my yellin' as she undress Spotless, heartless, bad to the bone Make me wanna go put me in the triple-X zone (zone) Lames don't know how to talk to you So let me walk with you, hold my hand I'mma spend them grands, but after you undress Not like a hooker, but more like a princess Queen, empress, president Pull anywhere you go on Earth 'Cause your beautiful (okay?). I see you in the club You gettin' down good I wanna get with you (ohh yeah) I see you in the club You showin' thugs love I wanna get with you. You're so beautiful So damn beautiful Said you're so beautiful (so beautiful) So damn beautiful (so beautiful). You're so beautiful beautiful beautiful beautiful You're so beautiful beautiful beautiful beautiful You're so beautiful. Where'd you come from? You're outta this world to me You're a symbol of what every beautiful woman should be (oooh wee) (ohh ohh). I never wanna see you cry cry cry (don't cry) And I never wanna tell a lie lie lie (oh yeah) Said I never wanna see you cry cry cry (ohhhh) And I never wanna tell a lie lie lie (lieee) I see you in the club You gettin' down good I wanna get with you (ooh yeah) I see you in the club You showin' thugs love I wanna get with you You're so beautiful So damn beautiful Said you're so beautiful So damn beautiful You're so beautiful",2889,en,
Used To Know (Remix),https://www.metrolyrics.com/used-to-know-remix-lyrics-akon.html,akon,"I guess that I don't need that though Now you're just somebody that I used to know Go on take 'er, I don't need 'er Kickin' back in my 2 seater I'm through with ya, I don't remember Nothin' 'bout ya, amnesia I moved on, adios Pop your bottles, make a toast Whole pockets, filled up Nothin' but dead folks You thought that I was gonna save you Tried to play but I played you Louie V, D&G Look at your wheat which I made you I'm cold hearted, no feelings My McLaren got no ceiling Fast life, can am On 85, three wheelin' Panamera, new Ferrari Paint job, caucasian Two hoes, half asian Two mo', Venezuelan Through with ya, now kick rocks S1's in my tick tock 10 bricks for this wrist watch It's over babe, straight drop What the fuck? Heyo Whoo Kid, run that shit back God damn I guess that I don't need that though Now you're just somebody that I used to know Go on take 'er, I don't need 'er Kickin' back in my 2 seater I'm through with ya, I don't remember Nothin' 'bout you, amnesia I moved on, adios Pop your bottles, make a toast Whole pockets, filled up Nothin' but dead folks You thought that I was gonna save you Tried to play but I played you Louie V, D&G Look at your wheat which I made you I'm cold hearted, no feelings My McLaren got no ceiling Fast life, can am On 85, three wheelin' Panamera, new Ferrari Paint job, caucasian Two hoes, half asian Two mo', Venezuelan Through with ya, now kick rocks S1's in my tick tock 10 bricks for this wrist watch It's over babe, straight drop But you didn't have to cut me off Make out like it never happened and that we were nothing And I don't even need your love But you treat me like a stranger and that feels so rough No you didn't have to stoop so low. Have your friends collect your records and then change your number I guess that I don't need that though Now you're just somebody that I used to know Money money money man I got DC's, crockodiles On both feet, Kai Peters Livin' life, screwed up Jump lane for 100 meters You spreadin' rumors, tellin' lies But that's bullshit, I'm too fly My heart cold, I don't feel Nothin' in it, it paralyzed You can have her, I cut 'er off She ain't know how to treat a boss I move pounds like Boston George Get high before I was record Mark Jacobs on my face Gator heads on my waist Makin' more, B-O-T I pop the trunk but there's lil space Goin' in on everything Head first, divin' for it You playin' games, changin' numbers And I ain't got time for it Drop the top, I need head room Flat screens in my bathroom I got red hoe' with long weave With Money Man on they tattoos But you didn't have to cut me off Make out like it never happened and that we were nothing And I don't even need your love But you treat me like a stranger and that feels so rough No you didn't have to stoop so low Have your friends collect your records and then change your number I guess that I don't need that though Now you're just somebody that I used to know Ai-ain't in love with him, blood sucka Bleed his Pockets, then burn rubba You can look, never let him touch it Think about it all day - Mothafucka Run over niggas, road kill Need room to breathe like fish gills Give them to you? What's the use Give them away, goodwill High heels, TG's Got that ass movin' in 3D The riding cure everything's so Breezy Gotta fight him for me like Rhi Rhi Black Frost, heart cold Third eye, heart froze Oblivious, tagged toes Beauty and the beast, don't love hoes That shit, I don't like it Do anything for a Klondike Ice-cream but my ice clean And my cake feels, bon appetite Devious, French too Bitch cost, whole thang Twenty cake in my bustier 38 in my villa rang Consider this Evil Empire thing as a threat",3676,en,
Hypnotized,https://www.metrolyrics.com/hypnotized-lyrics-akon.html,akon,"Oh, I wanna be with you Oh, I know you want me too So can I get a toot toot for the lovers tonight Don't you love when it's just right? Toot toot, it's about to go down So here we go, here we go now Why you gotta feel so right? Why you gotta, why you gotta leave me open wide? Love it when you love me right Why you gotta, why you gotta take over my mind? Every time, why you gotta take over my mind? Every time, why you gotta leave me hypnotized? Oh, you got me in your hands But I want, want you in my arms So can I get a toot toot for the lovers tonight Don't you love when it's just right? Toot toot, it's about to go down So here we go, here we go now Why you gotta feel so right? Why you gotta, why you gotta leave me open wide? Love it when you love me right Why you gotta, why you gotta take over my mind? Every time, why you gotta take over my mind? Every time, why you gotta leave me hypnotized? You got my mind, girl, spinning 'round and 'round You got it spinning So far away, girl, where it can't be found Just go and admit Toot toot for the lovers tonight Don't you love when it's just right? Toot toot, it's about to go down So here we go, here we go now Why you gotta feel so right? Why you gotta, why you gotta leave me open wide? Love it when you love me right Why you gotta, why you gotta take over my mind? Every time, why you gotta take over my mind? Every time, why you gotta leave me hypnotized?",1418,en,
Searching For Love,https://www.metrolyrics.com/searching-for-love-lyrics-akon.html,akon,"I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love Every night, every night, I'm on a mood With a super model, you might seen her from youtube She's got that good love waiting I got it too Making either one us waking up next to you, right next to you See I may be rich, and I may have money There's something missing in my life I always wanted Had a 1000 chicks, only few I called my honeys I need to fall in love and I can see it coming I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love True gentleman, super star, You see me rolling in, aha, my fancy car Sitting ride beside me is a beautiful girl I saw Take her to the boom boom boom and another one to mark I got an addiction, that's hard to cure You got an affliction that keeps me wanting more Changing my direction so I can fall in love So hard cause my collection is so out of this world See I may be rich, and I may have money There's something missing in my life I always wanted Had a 1000 chicks, only few I called my honeys I need to fall in love and I can see it coming I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love I know that you would want to Have someone in your lifetime love you If you can show that you really want to There'll be no limit to what your heart will allow you When it comes to love, when it comes to love, when it comes to love I feel empty, still searching When it comes to love, when it comes to love, when it comes to love I feel empty, still searching I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love I got everything in this world a man could ever want If you search deeper inside me all I really need is love from you Searching for love, I'm just searching for love Searching for love, I'm just searching for love",3011,en,
Bartender,https://www.metrolyrics.com/bartender-lyrics-akon.html,akon,"Yeah... Uh-Huh... Yeah... Yeah.... Broke up with my girl last night so I went to the club (so I went to the club) Put on a fresh white suit and a Minicos sitting on dubs (sitting on dubs) I'm just looking for somebody to talk and to show me some love (show me some love) If you know what I mean... Uh-Huh... Everybody jackin' me as soon as I stepped in the spot (I stepped in the spot) 200 bitches and man aint none of them hot (aint none of them hot) 'Cept for this pretty young thang that was workin' all the way at the top (all the way at the top) Shawty what is your name?. Oooo she made us drinks, to drink We drunk 'em, Got drunk And then I think she thinks I'm cool She gave me a wink, I winked back uh-huh... And then I think that uh-huh, we headed out something proper like.... I like the bartender (Oooo If you're lookin' for me) I'm at the bar with her (Uh-huh, Ok) I like the bartender (Yeah if you're lookin' for me) I'm at the bar with her (Oooooh Uh-huh, Ok). Got a brand new girl so I'm feeling all good inside (all good inside) Feel like I put some new 24's on a brand new ride (on a brand new ride) Triple shot of patron on the rocks with little bit a lime (with a little bit a lime) I'm just keeping it real (Uh-huh) Baby still working at the club so I'm getting in free (so I'm getting in free) Wednesday night I'm on the list T-Pain plus 3 (T-Pain plus 3) Every time I hit the spot baby girl taking care of me (taking care of me) How do you think I feel?. Oooo she made us drinks, to drink We drunk 'em, Got drunk And now I know she thinks I'm cool She gave me a wink, I winked back uh-huh And then I think that uh-huh, we 'gon have fun at my spot tonight.... I like the bartender (Oooo If you're lookin' for me) I'm at the bar with her (Uh-huh, Ok) I like the bartender (Yeah if you're lookin' for me) I'm at the bar with her (Oooooh Uh-huh, Ok). Shorty I'm sure you heard that I really never come out (never come out) Unless I'm in the M6 doing tricks freeway burnt out (freeway burnt out) Got a passenger side that's empty wanting it to be your spot (be your spot) But you on my billboard we can act like the charts 'gon end up on top (end up on top) Don't smoke don't drink that's why I don't be by the bar baby (baby) Just lookin' at you from a distance looking like a god damn star baby (baby) So my girl don't see me T-Pain can I get those keys to the car? (those keys to the car?) 'Bout to go and Bang Bang Boogie with my cutie and I'll see you tomar' (see you tomar'). Oooo she made us drinks, to drink We drunk 'em, Got drunk And now I know she thinks I'm cool She gave me a wink, I winked back (Uh-huh) And then I think that, (Uh-huh) we 'gon have fun at my spot tonight... (Oh yes). I like the bartender (Oooo If you're lookin' for me) I'm at the bar with her (Uh-huh, Ok) I like the bartender (Yeah if you're lookin' for me) I'm at the bar with her (Oooooh Uh-huh, Ok)",2902,en,
